ticker	cik
irix	0001006045
soho	0001301236
genh	0001527102
vkin	0001102432
verb	0001566610
rsrv	0000083350
aplt	0001697532
sntg	0001810467
tisi	0000318833
chci	0001299969
rmcf	0001616262
sidu	0001879726
id	0001698113
mhpc	0001277998
tphs	0000724742
hmbl	0001119190
any	0001591956
dmac	0001401040
entx	0001638097
vtgn	0001411685
viao	0001769116
mrkr	0001094038
ppbt	0001614744
rand	0000081955
gure	0000885462
zest	0001437491
ltbr	0001084554
vero	0001409269
mpad	0000065759
avro	0001681087
cmmb	0001534248
sctc	0001577445
uihc	0001401521
gtec	0001735041
snmp	0001362705
ivc	0000742112
iclk	0001697818
cpix	0001087294
inlb	0001500123
pmd	0000806517
tcon	0001394319
cspi	0000356037
xin	0001398453
eltp	0001053369
pbbk	0001849670
itrg	0001722387
mark	0001368365
ntrb	0001676047
scnd	0000087802
ifbd	0001815566
dysl	0000030831
esp	0000033533
sabs	0001833214
cdbmf	0001545634
zgsi	0001574186
omex	0000798528
cyca	0001383088
sopa	0001817511
huge	0001771885
grf	0000850027
glyc	0001253689
sien	0001551693
cif	0000833021
catg	0001470129
acst	0001444192
ecor	0001560258
mxe	0000863900
nvos	0001138978
cocp	0001412486
tayd	0000096536
xpl	0000917225
blms	0001138608
pt	0001716338
lpth	0000889971
mtex	0001056358
bmix	0001540684
gtim	0000825324
sskn	0001051514
nmtc	0001500198
angn	0001601485
kins	0000033992
rcor	0001799850
mfv	0000856128
dtss	0001631282
ftft	0001066923
wtt	0000878828
bcda	0000925741
loncf	0001472619
opfi	0001818502
utrs	0001452965
rgbp	0001589150
nymx	0001018735
mfbp	0001094738
xfor	0001501697
trvn	0001429560
abio	0000907654
ugro	0001706524
basa	0001448705
inti	0001042418
cgrn	0001009759
fkwl	0000722572
afib	0001522860
ogen	0001174940
mdvl	0001402479
aptx	0001674365
cthr	0001015155
bbgi	0001099160
actx	0001096950
idai	0001718939
rnwk	0001046327
strn	0001872525
qnrx	0001671502
kavl	0001762239
mcld	0001756499
cvv	0000766792
rvph	0001742927
peye	0000867840
jetmf	0001846084
qsep	0001103795
piac	0000845385
clps	0001724542
zivo	0001101026
aktx	0001541157
acrx	0001427925
lode	0001120970
glbs	0001499780
corr	0001347652
gjcu	0001781726
baos	0001811216
cnet	0001376321
dlpn	0001282224
ppsi	0001449792
cntg	0001757097
mtr	0000313364
adad	0001593204
cyn	0001874097
sgrp	0001004989
aim	0000946644
dwnx	0000927719
xtgrf	0001288770
imcc	0001792030
phil	0000704172
wvvi	0000838875
wbba	0001787412
spro	0001701108
egmcf	0001199392
imth	0001331612
ocg	0001776067
bimt	0001678848
nukk	0001592782
ffhl	0001381074
inis	0001038277
chek	0001610590
cxxif	0000831609
vjet	0001582581
aau	0001015647
frln	0001810031
vine	0001880343
stcb	0001539850
vinc	0001796129
occ	0001000230
ayro	0001086745
nsys	0000722313
fwbi	0001604191
msbc	0001169483
prka	0001297937
imhc	0001349706
fngr	0001602409
wtrh	0001653247
gebrf	0001570843
miti	0000802257
sgma	0000915358
oncr	0001671818
mcvt	0001425355
bsgm	0001530766
icd	0001537028
pgezf	0001700157
brn	0000010048
sngx	0000812796
snwv	0001417663
wbqnl	0001785494
veee	0001855509
tgen	0001537435
beob	0001480170
plag	0001117057
slgg	0001621672
uwhgf	0001763543
elev	0001783032
hsti	0001365388
dcth	0000872912
dtea	0001627606
abvc	0001173313
nxtp	0001372183
rlby	0000034285
prsi	0000079661
hlrtf	0001418149
dgly	0001342958
svt	0000089140
nsfdf	0001009922
mrm	0001819704
glbz	0000890066
nom	0000899782
gbny	0001823365
daio	0000351998
dpro	0001786286
uuraf	0001495651
ikt	0001750149
obtx	0001730869
bxrx	0001780097
pati	0001616741
aatc	0000943034
ubx	0001463361
hyre	0001713832
igc	0001326205
sdig	0001856028
atnf	0001690080
isun	0001634447
umewf	0001114936
ekso	0001549084
slnh	0000064463
cpop	0001807389
petv	0001512922
mrin	0001389002
bchg	0001732409
fflo	0001543652
bpth	0001133818
yuanf	0001417370
irl	0000858707
daln	0001413898
exdw	0001634293
ebet	0001829966
usau	0000027093
cqcq	0001569083
eqs	0000878932
bblr	0001873722
mf	0001851682
oakv	0001865429
hsmd	0001418115
otlc	0000908259
zcmd	0001785566
ktta	0001841330
sobr	0001425627
vvos	0001716166
mxrof	0001116548
agle	0001636282
snrg	0001652539
btcm	0001517496
crbp	0001595097
tlcc	0001590695
alrt	0001087022
scyyf	0001408146
sonx	0001407973
ughb	0001552743
kdozf	0001318482
sbet	0001025561
spnd	0000867038
eryp	0001624422
dss	0000771999
ohcs	0001892025
gene	0001166272
ards	0001614067
edxc	0001109486
visl	0001565228
modd	0001074871
alrn	0001420565
agri	0001826397
poai	0001446159
cvr	0000019871
sgbx	0001023994
athe	0001131343
ethof	0001482753
srsg	0001434737
siox	0001636050
caba	0001759138
ipw	0001830072
jupw	0001760903
nubc	0001281189
fwp	0001604924
aey	0000874292
ncra	0001756180
trib	0000888721
swgi	0001626696
rgrx	0000707511
cuba	0000880406
zkin	0001687451
ontx	0001130598
inrd	0000719494
bsqr	0001054721
ncty	0001296774
vcnx	0001205922
educ	0000031667
qtt	0001733298
idra	0000861838
chnr	0000793628
bsfc	0001730773
bkucf	0001463978
tsoi	0001419051
rshn	0001087329
amrr	0001488638
pqeff	0001561180
eftr	0001828522
pypd	0001611842
edsa	0001540159
hlyk	0001680139
meec	0000728385
prpo	0001043961
mhhc	0001826135
fsi	0001069394
fhs	0001786182
cdak	0001659352
tlis	0001584751
gray	0001534133
glgi	0001088413
oncs	0001444307
seco	0001633441
sodi	0000091668
nnvc	0001379006
stly	0000797465
rnxt	0001574094
tait	0000942126
crmz	0000315958
astc	0001001907
nisn	0001603993
enzn	0000727510
vqs	0001777765
ezfl	0001817004
hgld	0001551206
airi	0001009891
eltk	0001024672
hall	0000819913
nrsn	0001875091
nuro	0001289850
hyex	0001630176
vegyf	0001508527
dghi	0001854368
ampe	0001411906
mdjh	0001741534
age	0001708599
gvp	0000944480
pvct	0000315545
tlrs	0001288750
kala	0001479419
whlm	0001013706
ctgl	0001498067
creg	0000721693
sgtx	0001821323
iht	0000082473
indp	0001857044
ovtz	0001107280
oogi	0001160798
xelb	0001083220
moxc	0001864055
auvi	0001811109
vplm	0001410738
lowlf	0001838128
argc	0001698702
rave	0000718332
arav	0001513818
ckx	0000352955
sdpi	0001600422
sfeg	0000851726
clvr	0001819615
acer	0001069308
hmmr	0001539680
juvaf	0001778651
opxs	0001397016
qtnt	0001596946
mrai	0001844392
apwc	0001026980
flylf	0001403749
wave	0001846715
nile	0000896493
unrv	0001451512
mtcr	0001634379
igxt	0001098880
lsf	0001650696
nulgf	0001502758
brst	0000764897
dxyn	0000029332
vvpr	0001681348
mnpr	0001645469
bhv	0001169034
sqft	0001080657
femy	0001339005
pure	0001006028
kgnr	0001593773
onvo	0001497253
rcrt	0001462223
fbrx	0001419041
dhcc	0000844887
pcst	0001406434
lci	0000057725
lyl	0001682241
vaso	0000839087
kzia	0001075880
mdia	0001784254
bdco	0000793306
vynt	0001349929
idw	0001463833
wyy	0001034760
eqos	0001790515
fust	0001636051
elox	0001035354
ewgff	0001518561
ttoo	0001492674
imbi	0000870826
ampg	0001518461
sif	0000090168
vgfc	0001878835
auud	0001554818
tetaa	0001444874
gnrs	0001790665
sckt	0000944075
ophc	0001288855
altd	0001664127
carv	0001016178
ayla	0001797336
aei	0001750106
atif	0001755058
tkat	0001491487
apre	0001781983
cskl	0001384437
jctcf	0000885307
hltt	0001307624
evol	0001052054
gfasy	0001389207
acfn	0000880984
otic	0001493566
alf	0001833908
insd	0001697587
else	0000351789
kiq	0001161814
kuke	0001809158
trka	0001021096
ltum	0001415332
canf	0001536196
axref	0001175596
crwe	0001103833
lvrlf	0001168981
apdn	0000744452
apvo	0001671584
jsda	0001083522
mdxl	0001601280
tivc	0001787740
nnup	0000888981
crcuf	0000868822
hqda	0001304730
beat	0001779372
bvxv	0001611747
agtc	0001273636
mito	0001696396
ymtx	0001445283
lnby	0001672572
mappf	0001493130
kbnt	0001729750
nbse	0001173281
icnb	0001350073
hcti	0001839285
ispc	0001558569
nexi	0001538210
rstn	0001760233
cntx	0001842952
bon	0001816815
tomdf	0001645260
bjdx	0001704287
ensv	0000319458
btx	0000748592
ipix	0001355250
sprs	0000747540
qmci	0001101433
inqd	0001572565
nvsgf	0001415758
vicp	0001468639
plxp	0001497504
winsf	0001640251
lexx	0001348362
tbtc	0001090396
esbs	0001358254
sxtc	0001723980
pvnc	0001134982
fbpi	0001074543
wnw	0001787803
pfin	0000075340
tlgn	0001411165
bfri	0001858685
tuem	0000878726
invo	0001417926
seac	0001019671
pbsv	0001304161
rkda	0001469443
odii	0001781405
cohn	0001270436
anldf	0001519469
dats	0001648960
rdgl	0001449349
inpx	0001529113
omws	0001676852
silo	0001514183
opgn	0001293818
payd	0001017655
trt	0000732026
blin	0001378590
lcgmf	0001339688
cnfr	0001502292
trux	0001578019
rwbyf	0001744345
palt	0001355839
cann	0001477009
reed	0001140215
ahi	0001815436
xrtx	0001729214
hcdi	0001784567
mjne	0001456857
dtgi	0001014052
wavd	0000803578
evk	0000943184
iptk	0001067873
scia	0000830616
hannf	0001123267
mmtif	0001085921
eeiq	0001781397
unex	0001700844
rcon	0001442620
tlss	0001463208
rxmd	0001402945
bhll	0001407583
tpst	0001544227
yten	0001121702
sfrx	0001106213
hlbz	0001788841
mitq	0001770236
whlr	0001527541
bnso	0000846546
cyth	0000922247
marps	0000062362
avct	0001704760
tsri	0000098338
ltry	0001673481
chuc	0001134765
utme	0001789299
ccbc	0001365794
gbcs	0000727346
wbev	0001782627
ante	0001413745
icct	0001408057
avmr	0001676163
ycbd	0001644903
cycc	0001130166
lmfa	0001640384
ams	0000744825
cing	0001862150
eqtrf	0001635729
lhil	0001723187
hfus	0001482554
dbs	0001383054
gigm	0001105101
unxp	0001751707
olb	0001314196
tanh	0001588084
btcs	0001436229
fdlb	0000910492
jsbl	0001745931
denr	0001435387
oxbr	0001584831
psybf	0001833371
vrpx	0001708331
vivc	0001703073
dtst	0001419951
drug	0001827401
vrvr	0001536089
bioc	0001044378
inbp	0001016504
ndra	0001681682
clcs	0001569340
rmsl	0001412126
gxsff	0001299865
nbrv	0001641640
phge	0001739174
vyne	0001566044
sfet	0001725332
ucl	0001775898
cubt	0001400271
cwbr	0001522602
pjxrf	0001625901
useg	0000101594
sols	0001519177
duot	0001396536
rnaz	0001829635
pik	0001861522
nsav	0001432176
btbd	0001718224
tomz	0000314227
curr	0001643301
emma	0000822370
edtk	0001782309
aemd	0000882291
jva	0001007019
odyy	0001626644
wlyw	0001555214
mdgs	0001618500
snpw	0001343465
pzg	0001629210
rzzn	0001659559
cemi	0001092662
bmnm	0001275477
gipr	0001651721
fles	0001438901
clrd	0000895665
vblt	0001603207
bicx	0001443863
nspr	0001433607
tevnf	0001853718
smit	0000922612
rayt	0001539778
ford	0000038264
gyro	0001589061
prkr	0000914139
frtm	0001589361
lmnl	0001351172
reto	0001687277
uslg	0001536394
ltes	0001586495
ssnt	0001236275
excl	0001786119
clro	0000840715
mymx	0000927761
wdlf	0001281984
budz	0001393772
diah	0001692981
fgf	0001591890
minm	0001467761
obsv	0001685316
upc	0001809616
sonn	0001106838
bimi	0001213660
nrrwf	0001680637
imte	0001668438
ipsi	0001591913
bblg	0001419554
ptpi	0001815903
msn	0000032621
sofo	0001029744
fmfg	0001698022
betrf	0001464165
ausi	0000826253
imrn	0001660046
qwtr	0001487091
yayo	0001691077
hgen	0001293310
cyan	0000768408
naov	0001326706
bkyi	0001019034
exn	0001263011
urlof	0001115672
scgy	0001276531
immx	0001873835
rcg	0000919567
gfgsf	0001684888
srre	0001083490
elys	0001080319
iinn	0001837493
dlti	0001420368
ipdn	0001546296
blyq	0001591565
ybgj	0000895464
vide	0000758743
ttnp	0000910267
ilhmf	0001522142
lxxgf	0001450416
qumu	0000892482
eawd	0001563298
otrk	0001136174
cryo	0001468679
nuze	0001527613
muln	0001499961
mdrr	0001654595
lgiq	0001335112
skky	0001546853
agfy	0001800637
ngtf	0001593001
axas	0000867665
xeri	0001481504
ptco	0001609258
nlsp	0001783036
leds	0001333822
isig	0000875355
kool	0001855255
aspu	0001487198
neph	0001196298
bosc	0001005516
logc	0001664106
wafu	0001716770
tgcb	0001815632
blph	0001600132
skye	0001516551
tllyf	0001689382
awx	0001061069
myo	0001369290
ocln	0001419793
efsh	0001599407
wolv	0001424404
bwmg	0001166708
jzxn	0001816172
adru	0001169717
nnax	0001132509
elvg	0001741489
inlx	0001081745
cleu	0001775085
blbx	0001567900
liqt	0001307579
enmi	0001300781
qlgn	0001460702
glmd	0001595353
tssi	0001320760
gultu	0001565146
ccnc	0001641398
stal	0001614556
vrme	0001104038
newh	0001371128
axim	0001514946
avcrf	0001355736
atao	0001570937
pbio	0000830656
uncy	0001766140
blcm	0001358403
nwcn	0000934796
vyey	0000700764
crcw	0001688126
taop	0001552670
livc	0001108630
fzmd	0000319016
sonm	0001178697
ptix	0001022899
ionm	0001798270
dynt	0000720875
sql	0001605888
garwf	0001403870
elio	0001531266
brtx	0001505497
sint	0001269026
usdr	0001638911
pnxlf	0001689448
smref	0001480313
gtmay	0001163560
slrx	0001615219
suic	0001394108
jagx	0001585608
reli	0001812727
spup	0001563227
tops	0001296484
qhyg	0001423723
mind	0000926423
wint	0000946486
sowg	0001490161
cscw	0001747661
pktx	0001128189
cvat	0001376793
pbmlf	0001319150
pfho	0001138476
iaalf	0001450894
cdelf	0001611831
sipn	0001128252
adil	0001513525
blnc	0001632121
spcb	0001291855
allr	0001860657
bktpf	0001677522
lbcmf	0001580110
ithuf	0001643154
nlbs	0001563463
gril	0001701756
phio	0001533040
nris	0001603793
clxt	0001705843
artw	0000007623
mmnd	0001088638
msgm	0001821175
rviv	0001718500
intv	0001520118
cgolf	0001759352
dsgt	0001413909
irns	0000723269
bpts	0001768946
hoth	0001711786
nxgl	0001468929
lixt	0001335105
trxa	0001437750
atms	0001062128
xbio	0001534525
svvc	0001495584
bmmj	0001715611
idxg	0001054102
hiho	0001026785
imh	0001000298
cuen	0001424657
pstv	0001095981
game	0001714562
meds	0001382574
ambo	0001494558
bccef	0001807387
rwrdp	0001652350
csjt	0001451797
rdga	0000812152
wisa	0001682149
snoa	0001367083
uuu	0000102109
tcnt	0001602143
avni	0001113313
coms	0001178727
mmtrs	0000066496
mobq	0001084267
zzll	0001365357
dusyf	0001551887
lrdc	0001442492
bbrw	0001641751
byoc	0001386049
clsh	0001522222
unam	0000100716
cfrx	0001478069
ivfh	0000312257
lmrmf	0001588837
tgiff	0001706145
lctc	0001493137
govx	0000832489
crtg	0001375195
dxf	0001499494
mtp	0001643918
lvvv	0001421289
stmh	0001697834
ufab	0001617669
crex	0001356093
mcujf	0001133519
svfd	0001789192
gblx	0001165320
mlct	0001438943
hpto	0001021435
navb	0000810509
falc	0000922521
ensc	0001716947
nmex	0001415744
ryes	0001424864
vive	0000879682
dfco	0000725394
cphi	0001106644
milc	0001358656
btb	0001543268
unql	0001281845
vtna	0001280396
sisi	0001300734
senr	0001576197
exnn	0001726744
mtpp	0001658521
sscr	0001473287
cfic	0001448324
nxmr	0001088005
ssy	0000096793
shvlf	0001301713
phcf	0001729089
tmbr	0001504167
ncpl	0001414767
gbr	0000105744
xnda	0001624985
mfh	0001527762
inkw	0001585380
fulo	0001092570
gmgt	0001816906
zdpy	0001279620
worx	0001674227
relv	0000768710
amst	0001807166
warm	0001399352
luvu	0001374567
zvo	0001305323
nuwe	0001506492
ktra	0001498382
prfx	0001801834
tofb	0000730349
acan	0001508348
xtlb	0001023549
micr	0000819689
clwt	0001026662
rbcn	0001410172
pyyx	0000939930
achn	0001672571
sigy	0001642159
mkgp	0001825270
ezgo	0001806904
gmbl	0001451448
oblg	0000746210
gthp	0000924515
svbl	0001031093
cnnc	0001410187
sing	0001443611
cenbf	0001653821
cpmv	0000836564
jupgf	0001684688
bmxi	0001122993
gbs	0001725430
tetof	0001783432
qurt	0001549631
rscf	0001103090
rkfl	0000823546
veii	0001417664
slgd	0000088000
tnlx	0000099106
east	0001534708
icco	0001103310
cnsp	0001729427
clri	0001362516
alxef	0001603519
enrt	0001346022
trck	0001045942
ahpi	0000874710
ejh	0001769768
rsls	0001427570
jan	0000862861
fxby	0001068897
cosm	0001474167
gryn	0001443388
nby	0001389545
agnpf	0001642178
fjhl	0000850971
ilal	0001657214
mgti	0001001601
fdit	0001593184
ryttf	0001706588
tenx	0000034956
htgm	0001169987
sode	0001726286
keyr	0001832161
dpdw	0001110607
moho	0001763197
elre	0001438461
bylg	0001668082
smgi	0001426506
gspe	0001341726
tppm	0001692068
bopo	0001510832
grusf	0001463000
arao	0001083922
ncre	0001104462
vper	0001133192
towtf	0001579026
owpc	0001622244
mhtx	0001099132
wgmcf	0001680962
aytu	0001385818
tarsf	0001409036
fnhc	0001069996
strr	0000707388
evgdf	0001518353
hhse	0001069680
rmesf	0001358654
yvr	0000884247
gmpw	0001064722
nahd	0001485029
vprb	0001376231
aiad	0000743758
dsny	0001099369
rhe	0001004724
babb	0001123596
gfai	0001804469
brsf	0001662382
tmbxf	0001072772
gfoo	0001510518
nphc	0001119643
ecia	0000930775
krbp	0001792581
ewlu	0001517498
ntox	0000844538
mmmm	0000066600
cyto	0001601936
mysz	0001211805
tpia	0001763329
qian	0001499684
fcic	0000730669
stab	0001318641
pmedf	0001868079
ucle	0001543623
alds	0001755101
cetx	0001435064
mnrlf	0001555746
henc	0001324736
happ	0001751876
crvw	0001377149
atxi	0001644963
nvnt	0001282980
gpft	0001205181
cvsi	0001510964
szlsf	0001454263
hbuv	0001639068
gegp	0001081188
snax	0001691936
grom	0001662574
adxn	0001574232
nugn	0001593549
snes	0001680378
epgg	0001501862
hbis	0001489588
drfs	0001857910
capc	0000814926
shrg	0001644488
drma	0001853816
leai	0001561880
fdmsf	0001668987
alda	0001062506
gdsi	0001011662
fwav	0001652958
fmnj	0001304077
pctl	0001119897
gwti	0001572386
kdce	0001049011
tikk	0000096885
crkn	0001761696
pbla	0001029125
mlrkf	0001409680
cmxc	0001493712
gtvi	0001263364
mslp	0001415684
wegyf	0001008112
ammx	0001776048
nvfy	0001473334
ctib	0001042187
gntof	0001346917
paxh	0001350156
oilcf	0001922639
xito	0001651932
abcp	0000020639
kspn	0000795212
aehl	0001470683
bittf	0001028357
thmg	0000711034
cytr	0000799698
rnwr	0001467913
ivdn	0001190370
cowi	0001156784
eqmef	0001792554
sits	0001468978
rgmp	0001716324
tcri	0001481443
ammj	0000945617
kgkg	0001802546
crdv	0001084551
sgni	0001023198
frtg	0001602813
mjhi	0001789330
efoi	0000924168
acor	0001008848
katx	0001474558
hrbk	0000889608
gmvd	0001760764
rcar	0001016708
celz	0001187953
fgco	0001377167
phbi	0001435181
kern	0001755953
ahnr	0001304409
sixwf	0001515251
nrom	0000709005
clts	0001165639
csui	0001680132
ghsi	0001642375
plrtf	0001639142
fomc	0000867028
ogaa	0001749849
femff	0001066130
updc	0000836937
tptw	0001661039
arat	0001566243
fnam	0000884363
coep	0001819663
tdcb	0001282847
ttcm	0001389067
royl	0001694617
vnue	0001376804
nihk	0001084475
lll	0001546383
giga	0000719274
nstm	0000912544
cloq	0001437517
gpox	0001673475
iwsh	0001279715
lbuy	0001643721
rmhb	0001670869
gevi	0000894556
skas	0001128281
vyst	0001308027
pgid	0001061164
cbdy	0001586554
igen	0001393540
czni	0001381871
vs	0001701963
seii	0000819926
admt	0000849401
lclp	0001604930
tnrg	0001524872
bdrex	0001745846
arth	0001537561
maxd	0001353499
whlt	0001025771
gftx	0001338929
wcui	0001516887
dvlp	0001736865
ccob	0001456802
nuvg	0001671132
abcff	0001284237
whsi	0001443089
nxen	0001625288
hgyn	0001324759
usrm	0001388319
agtx	0001603345
ybcn	0001284454
numd	0001543637
amct	0001626556
vism	0001082733
vyco	0001424768
stqn	0000847942
op	0001869467
bntc	0001808898
boxs	0001487718
afdg	0001486297
qron	0001689084
vaucf	0001723047
tkoi	0001094084
kitl	0001608092
bzyr	0000724445
gtll	0000932021
gsbx	0001651166
igpk	0001002771
nspdf	0001590875
bwmy	0001656501
pgol	0001080448
nvdef	0001398713
reos	0001335288
vynd	0001745078
spyr	0000829325
abnaf	0000873612
ngld	0001605481
ldsn	0001737193
sils	0000090391
ipcif	0001474835
amty	0000945828
ltgj	0001445175
fecof	0000849997
jpotf	0001061612
rton	0001580262
emax	0001008653
ciit	0001557798
vino	0001559998
atyg	0001093636
iinx	0001528308
eari	0001083468
cpwr	0000827099
vbhi	0001490054
brvo	0001444839
rnva	0000931059
syta	0001649009
strg	0001803096
imci	0000884650
kprx	0001372514
anpc	0001786511
ptnyf	0001819074
cdjm	0001024095
gmer	0001454742
luxff	0001871928
vlon	0001824293
pvnnf	0001627480
flxt	0000925660
mlmn	0001100779
xdsl	0000825322
rahgf	0001611852
zyjt	0001442101
asft	0001651992
xsnx	0001039466
pcyn	0000812306
isco	0001355790
sdon	0000892832
stcc	0001555972
gluc	0001420108
ifny	0000822746
csli	0001806015
reno	0001590383
crtd	0001357671
usbl	0000764630
fifg	0001648903
grlf	0000915661
hitc	0001584693
prtm	0001874138
etck	0001128353
vmcs	0001102942
nmgx	0000891417
nvgt	0001089297
thmo	0000811212
acmb	0001598323
fstj	0001525306
mojo	0001414953
nugs	0001290504
amih	0001300524
cmdrf	0000858043
bspk	0001409197
trxo	0001287900
aunff	0001507713
drem	0001518336
cbnt	0001421636
oxbc	0001473086
dbrm	0001164256
blpg	0001416697
fdct	0001722731
bmcs	0001384066
repcf	0001205059
ioni	0001580490
qprc	0000824416
dxief	0001323838
nimu	0000720762
andr	0000006494
nauh	0001399855
nugl	0001096768
suwn	0000806592
sysx	0001737372
bgavf	0001500620
pali	0001357459
hsdt	0001610853
gcfff	0000863678
bfyw	0001852707
aasp	0000930245
lvca	0001874440
jksm	0000860543
mcoa	0001078799
taug	0001142790
avoi	0001342936
emed	0001715819
srmx	0000841533
flcx	0001609988
atds	0001068689
wsco	0001473490
amhg	0001805024
bqst	0001568628
sprc	0001611746
riii	0001574910
lsmg	0001319643
tegy	0001383394
grst	0000792935
gdmk	0001725911
sgmd	0000919175
koan	0000897078
cbds	0001360442
ecgi	0001856416
bnkl	0001508381
gstc	0001502152
srco	0000318299
cmgo	0001346655
grhi	0000894501
sgbi	0001104280
elra	0001402371
aftc	0001182731
plyn	0001612851
rebl	0001532158
seav	0001763660
lbsr	0001172178
boty	0001407704
laab	0001584480
crkr	0001162896
eesh	0001138867
dbgi	0001668010
umhl	0001317839
ircc	0001373690
ptzh	0001627469
nptx	0001615999
usaq	0000856984
lgyv	0001616788
vrscf	0001422669
usnu	0001089815
uvss	0001286768
gbux	0001169138
snbh	0001358633
ntpy	0001689490
evoa	0000728447
evtn	0001043894
dpww	0001559172
tmrr	0001685237
amsu	0001142801
stupf	0001883898
hadv	0001531477
pssr	0000225628
tcco	0000096699
plsh	0001552189
prps	0001855621
dlyt	0001125699
kays	0001530746
mmmw	0001117228
kalo	0001389034
sset	0001561686
mghl	0001162283
pshg	0001481241
elst	0000752294
vrtc	0000773318
svsn	0001099814
alye	0000946822
tdnt	0001421907
mtlk	0001098462
chhe	0001309057
qtgi	0001074663
jrss	0001597892
mntr	0001599117
corg	0000837342
sanp	0001499275
purt	0001126162
ntrr	0001512886
zicx	0001465311
mdwk	0001295514
rmed	0001716621
qzmrf	0000811522
onci	0001300867
mage	0001515317
thct	0001404935
nhle	0001552979
dbmm	0001127475
neca	0001373853
frzt	0001485074
ndtp	0001329944
bnvif	0001647866
uita	0001334740
omtk	0001404804
msyn	0001693687
cpmd	0001081938
srus	0001761540
wwsg	0001342792
duuo	0001635136
rlly	0001940251
vbix	0000797542
itdn	0000051011
avpmf	0001445467
gsac	0000890725
altx	0000775057
gtxo	0001375793
halb	0001458631
nfei	0001140586
bonz	0001439264
mccx	0001535079
imahf	0001405663
fern	0001880419
kssh	0001374881
abmc	0000896747
puge	0001540615
wddd	0000001961
trlff	0001698370
afom	0001286459
hdvy	0001141788
atrx	0000737207
lfer	0001579010
yewb	0001548240
glae	0001014111
cwnof	0001145898
srgz	0001401835
forz	0001683131
ssok	0001559157
cgsi	0001552358
mlfb	0001308569
itox	0001290658
rasp	0001582249
gzic	0001286648
bisa	0000918545
admg	0001171008
prle	0000928953
etst	0001538495
gfmh	0000820771
mspc	0001488501
amnl	0000008328
skvi	0001085277
imun	0001559356
rakr	0001872292
aoxy	0000352991
nhmd	0001409446
clis	0001393548
btdg	0000725929
opvs	0001571636
tapm	0001647170
kens	0000055234
smme	0001301991
equr	0001563536
vfrm	0001669400
tmll	0001065734
abqq	0001605331
ehvvf	0001653606
dclt	0001321828
bant	0001704795
qbio	0001596062
hstc	0000797564
esmc	0000862668
ygyi	0001569329
gthr	0001017110
mmex	0001440799
wesc	0001368275
pveg	0001163612
wgei	0000726037
cynxf	0001726317
txhg	0001133798
ssof	0001935435
digp	0001502966
rdar	0001384365
rspi	0000849636
tpii	0000852447
gahc	0001138724
endv	0001528172
hwke	0001750777
qlis	0001871181
jfil	0001517389
arrt	0001530425
gxxm	0001681556
lwlw	0000723533
tkxhf	0001598773
bbls	0001368637
uryl	0001652842
clcn	0001394638
dlcr	0001614466
pmpg	0001301838
gwhp	0001598308
rgin	0001412659
ghst	0001121795
espi	0001346526
afpw	0001108046
digaf	0001369128
xcrt	0001138586
nlab	0001066719
gcan	0001695473
mssv	0001760026
emge	0001463459
vizc	0001506295
bxxy	0001680689
dloc	0001407878
hybt	0001086303
rivu	0001079282
lfap	0001510247
owvi	0001763657
hhhef	0000825171
cngt	0001304741
fkst	0001458023
vsym	0001075857
xall	0001581220
qtxb	0000820608
wnbd	0001114898
hmla	0001409624
fssn	0001487931
nafs	0001409253
vmhg	0000895287
ifmk	0001681941
fccn	0001131903
slch	0001077319
mxsg	0001355677
iwal	0001498372
clow	0001619227
brgo	0001431074
cppxf	0000852747
abce	0001300938
acur	0000786947
xrxh	0001875746
mdex	0001318268
bwvi	0001310291
wowi	0000920990
tamg	0001158702
omhi	0001403674
ferl	0001122742
hsta	0001813603
dgwr	0001637866
nink	0001567388
ptam	0001431880
scgx	0001277575
cydx	0001388994
psww	0001587476
potn	0001746563
logq	0000768216
sndd	0001353406
cbkcq	0000883943
snwr	0001096759
blis	0001703625
saml	0001530163
grso	0001104265
spgx	0001500305
both	0000894560
spowf	0001227282
ansu	0001168663
pbaj	0000745543
dwog	0000869495
gsfi	0001437476
trmnf	0001574553
pgai	0000081157
gzcc	0001267612
apld	0001144879
begi	0001483646
roag	0001058330
tqlb	0001822529
rbsh	0001421204
pred	0001382943
mapt	0001697935
imii	0001416090
xtrm	0001440280
togl	0001378125
aqui	0001863976
ivst	0001735012
atcc	0001372954
cbgl	0001413488
pacv	0000882800
wtii	0001715032
pdnla	0000731245
nnrx	0001451433
awon	0001432290
cirx	0000813716
qdmi	0001094032
prcx	0001572384
knos	0001108248
cxdc	0001353970
etni	0001449447
tghi	0000225211
chnc	0001411057
qban	0001427644
adyx	0001054274
mblv	0001343460
novc	0001025953
cglo	0000842013
cdix	0000811222
gnolf	0001261002
phot	0001161582
kwbt	0001159275
ghmp	0001464865
auri	0001092802
grmc	0000059860
exeo	0001528760
fteg	0000932265
glbd	0001524829
owcp	0001431934
bdpt	0001575142
cyap	0001230524
gnbt	0001059784
inre	0001528985
snho	0001927077
rkos	0001339205
gmev	0001382112
ppcb	0001517681
tvog	0001098343
btim	0001622231
bmmcf	0001212787
gspt	0001076262
asck	0001492091
adgo	0000869531
ecat	0001864843
pcmc	0001141964
bzrd	0001765826
myhi	0001507181
ahix	0000747435
amlh	0001124197
winr	0001708410
