ticker	cik
fpac	0001829426
ufpt	0000914156
gwh	0001819438
domo	0001505952
sd	0001349436
tgi	0001021162
ecom	0001169652
hlx	0000866829
sohu	0001734107
brw	0000826020
nrgx	0001756908
mov	0000072573
mvst	0001760689
phk	0001219360
fax	0000790500
plow	0001287213
crgy	0001866175
imtx	0001809196
good	0001234006
wpcb	0001836074
ccvi	0001828250
atex	0001304492
dly	0001788399
nesr	0001698514
fsm	0001341335
slgc	0001837412
nktr	0000906709
cac	0000750686
gsev	0001828096
gsl	0001430725
mtls	0001091223
bto	0000925683
pcok	0001452936
nwli	0001635984
gmre	0001533615
rick	0000935419
safly	0001538028
acet	0001720580
brfh	0001487197
uht	0000798783
clw	0001441236
goev	0001750153
zh	0001835724
cfb	0001458412
base	0001845022
cenx	0000949157
grc	0000042682
hbia	0000732417
ghld	0001821160
titn	0001409171
atni	0000879585
atai	0001840904
kvsc	0001846068
vray	0001597313
ambc	0000874501
arvl	0001835059
gco	0000018498
nrbo	0001638287
fhai	0001309251
valu	0000717720
fnma	0000310522
mcrb	0001609809
bjri	0001013488
yext	0001614178
vmo	0000884152
gthx	0001560241
nx	0001423221
leu	0001065059
fbms	0000947559
hzon	0001821788
cogt	0001622229
ntgr	0001122904
lbc	0001475348
fedu	0001709819
ghrs	0001855129
seat	0001856031
nndm	0001643303
vinp	0001826286
fpi	0001591670
mhd	0001034665
vrna	0001657312
agen	0001098972
ndmo	0001793129
trst	0000357301
pml	0001170299
gldd	0001372020
idt	0001005731
mye	0000069488
sva	0001084201
bbar	0000913059
srne	0000850261
dffn	0001053691
slrc	0001418076
hlly	0001822928
ceva	0001173489
scvl	0000895447
denn	0000852772
bbdc	0001379785
lilm	0001855756
osbc	0000357173
coll	0001267565
ffic	0000923139
ymab	0001722964
cpf	0000701347
pgc	0001050743
cfiv	0001825249
nlst	0001282631
curv	0001792781
mbi	0000814585
rere	0001838957
vslax	0000853180
sibn	0001459839
ingn	0001294133
big	0000768835
alcc	0001849056
cnsl	0001304421
egle	0001322439
avd	0000005981
crai	0001053706
bxc	0001301787
ccv	0001812234
qnst	0001117297
chs	0000897429
eoi	0001300391
indt	0001037390
untc	0000798949
wiw	0001267902
tcda	0001595585
fmbh	0000700565
acre	0001529377
cvgw	0001133470
fsnb	0001840225
swim	0001833197
cldt	0001476045
acqr	0001837393
rgp	0001084765
ruth	0001324272
lca	0001844642
nid	0001557915
mit	0001826058
cmps	0001816590
tuya	0001829118
bbsi	0000902791
bfc	0001746109
anip	0001023024
stok	0001623526
cchwf	0001776738
nkx	0001195738
mxct	0001287098
nnox	0001795251
boe	0001320375
nie	0001383441
twou	0001459417
ewcz	0001856236
nfgc	0001840616
blx	0000890541
cmax	0001813914
for	0001406587
pmvp	0001699382
rmgc	0001838108
ctic	0000891293
uslm	0000082020
abeo	0000318306
biox	0001769484
bit	0001562818
sbow	0000351817
uis	0000746838
etj	0001395325
ipi	0001421461
yorw	0000108985
borr	0001715497
thff	0000714562
arr	0001428205
ccap	0001633336
casi	0000895051
lpg	0001596993
iesc	0001048268
gnk	0001326200
cion	0001534254
cbl	0000910612
nat	0001000177
iim	0000885601
nrp	0001171486
bhk	0001160864
aio	0001778114
tile	0000715787
edn	0001395213
ccd	0001602584
imvt	0001764013
trmr	0001849396
crf	0000033934
tigr	0001756699
ngd	0000800166
lqdt	0001235468
aezs	0001113423
ldp	0001548717
aeva	0001789029
agcb	0001830232
shcr	0001816233
pahc	0001069899
faro	0000917491
etd	0000896156
ipod	0001818876
csii	0001180145
pfn	0001296250
smwb	0001842731
ellky	0001437194
ipsc	0001850119
kelya	0000055135
aiki	0000012239
csv	0001016281
vvr	0001059386
iag	0001203464
alt	0001326190
cgem	0001789972
swbi	0001092796
avir	0001593899
hcat	0001636422
vaqc	0001842386
bird	0001653909
thr	0001489096
tspq	0001838219
hckt	0001057379
dba	0001383082
revh	0001841389
vnda	0001347178
eols	0001570562
pgen	0001356090
gtpb	0001842046
lnd	0001499849
can	0001780652
jout	0000788329
trns	0000099302
inbx	0001739614
catc	0000711772
nxdt	0001356115
sjt	0000319655
onl	0001873923
smrt	0001837014
tpic	0001455684
gbl	0001060349
imgo	0001623715
user	0001557127
notv	0000720154
pixy	0001675634
cccc	0001662579
cara	0001346830
diax	0001608742
msbi	0001466026
dpg	0001515671
janx	0001817713
irs	0000933267
srga	0001760173
haac	0001824013
mrsn	0001442836
prpc	0001821329
thw	0001635977
tti	0000844965
dx	0000826675
alvr	0001754068
ccbg	0000726601
rptx	0001808158
iiin	0000764401
fcbc	0000859070
trvg	0001683825
emd	0001227862
hyln	0001759631
yala	0001794350
pcn	0001160990
dhil	0000909108
clar	0000913277
fthy	0001810523
kc	0001795589
zumz	0001318008
abst	0001071058
bme	0001314966
vgm	0000880892
bzun	0001625414
mx	0001325702
sfix	0001576942
vkq	0000877463
ccb	0001437958
pv	0001818787
knte	0001797768
gte	0001273441
agx	0000100591
adma	0001368514
ytpg	0001840859
hsii	0001066605
frph	0000844059
ttcf	0001741231
dgnu	0001827076
seer	0001726445
amswa	0000713425
eght	0001023731
knop	0001564180
cdxs	0001200375
enmpy	0001630511
rada	0000761238
ggn	0001313510
ebf	0000033002
srg	0001628063
desp	0001703141
kzr	0001645666
arow	0000717538
tbla	0001840502
anzu	0001840877
mass	0001555279
artna	0000863110
hbt	0000775215
traq	0001841230
srlp	0001525287
tbcp	0001815753
hci	0001400810
dco	0000030305
opra	0001737450
icpt	0001270073
eqd	0001818221
ctaq	0001823634
lind	0001512499
athx	0001368148
fbrt	0001562528
sxc	0001514705
hlth	0001628945
acco	0000712034
lwel	0001567098
peo	0000216851
finm	0001823855
nuvb	0001811063
snrh	0001823854
hhla	0001824185
ulnv	0001605810
iqi	0000885125
ble	0001176194
alxo	0001810182
agac	0001833909
olp	0000712770
vivk	0001450704
wkhs	0001425287
joff	0001824149
ohpa	0001836129
sklz	0001801661
bhil	0001830210
plce	0001041859
pdot	0001841845
mcbs	0001747068
bgb	0001546429
gevo	0001392380
cass	0000708781
ephy	0001827248
mbwm	0001042729
hipo	0001828105
fsbc	0001275168
mcs	0000062234
tcva	0001845580
exk	0001277866
pacx	0001829797
sbfm	0001402328
hy	0001173514
sri	0001043337
eqbk	0001227500
bgy	0001393299
cool	0001829953
sgla	0001433551
blue	0001293971
bmrc	0001403475
vrdn	0001590750
biol	0000811240
rway	0001653384
fcax	0001823733
itrn	0001337117
hrtx	0000818033
bgry	0001824734
dxpe	0001020710
max	0001818383
hyzn	0001716583
gcbc	0001070524
ldi	0001831631
mmd	0001518557
spfi	0001163668
nstb	0001834518
rbot	0001812173
tlga	0001827871
mmx	0001773250
nstd	0001835814
nstc	0001835817
mbac	0001839175
vitl	0001579733
amrn	0000897448
nxj	0001087786
aaqc	0001838883
hps	0001215913
bwb	0001341317
myd	0000879361
kod	0001468748
uk	0001821424
cio	0001593222
sdc	0001775625
vsec	0000102752
axgn	0000805928
ke	0001606757
gut	0001080720
hayn	0000858655
impx	0001820191
newt	0001587987
wsr	0001175535
cvlg	0000928658
nbb	0001478888
onew	0001772921
vuzi	0001463972
cem	0001488775
czoo	0001859639
lasr	0001124796
ddi	0001799567
api	0001802883
akya	0001711933
bui	0001528988
nktx	0001787400
vtnr	0000890447
jfr	0001276533
ocul	0001393434
xpof	0001802156
cnbx	0001343009
kgeif	0001477081
kop	0001315257
blw	0001233681
rad	0000084129
amyt	0001783010
fmnb	0000709337
tetc	0001840920
naac	0001830063
pflt	0001504619
cmbm	0001738177
avtx	0001534120
ifn	0000917100
mkfg	0001816613
ocgn	0001372299
acam	0001846125
airs	0001870940
hvt	0000216085
mofg	0001412665
drd	0001023512
espr	0001434868
muc	0001051004
lhc	0001824153
asts	0001780312
wdh	0001823986
pbi	0000078814
nvcn	0001399708
gain	0001321741
puyi	0001750264
mpb	0000879635
dbo	0001383058
gpmt	0001703644
ezpw	0000876523
gim	0000828803
chuy	0001524931
ghy	0001554697
crmt	0000799850
bfst	0001624322
smbc	0000916907
vcv	0000895531
npk	0000080172
hpi	0001176199
orgo	0001661181
bfk	0001137393
fdus	0001513363
higa	0001823776
vera	0001831828
care	0001829576
iiiv	0001728688
dsx	0001318885
idya	0001676725
tcx	0000909494
grin	0001725293
bvs	0001665988
arlo	0001736946
jpi	0001547994
trda	0001689375
ewtx	0001710072
aehr	0001040470
avk	0001219120
atlc	0001464343
mvf	0000835948
pets	0001040130
dgica	0000800457
pntg	0001766400
vsta	0001792829
fcuv	0001590418
mmu	0000886043
cfvi	0001830081
aspn	0001145986
enpc	0001816261
ino	0001055726
rgc	0001829667
ilpt	0001717307
ficv	0001855693
ccne	0000736772
cpar	0001848410
sgh	0001616533
pcpc	0001824993
cstr	0001676479
rbbn	0001708055
tpgy	0001819399
vpg	0001487952
icnc	0001858351
rmni	0001635282
tup	0001008654
mui	0001232860
twlv	0001819498
eres	0001814287
doyu	0001762417
rlyb	0001739410
adxs	0001100397
tpb	0001290677
cpaa	0001841137
pnnt	0001383414
ndac	0001837067
tree	0001434621
arct	0001768224
nqp	0000870780
srdx	0000924717
luxa	0001823767
dsu	0001051003
etb	0001308927
senea	0000088948
cndb	0001851961
rmr	0001644378
cpsi	0001169445
frxb	0001840161
mua	0000901243
chw	0001396277
pspc	0001843716
igd	0001285890
gfx	0001823896
amot	0000046129
jcic	0001822312
scob	0001838431
flic	0000740663
gtx	0001735707
lxfr	0001096056
wuyi	0001687065
trc	0000096869
twni	0001835881
abml	0001576873
ontf	0001110611
ibcp	0000039311
giix	0001841080
tnxp	0001430306
cnta	0001847903
fact	0001838987
glbl	0001838615
cswc	0000017313
lega	0001834628
ross	0001841610
gsqd	0001837207
dhhc	0001830188
tnp	0001166663
tioa	0001846163
hcic	0001829455
stk	0001471420
oepw	0001824677
wsbf	0001569994
rxra	0001840463
repx	0001001614
ofix	0000884624
mitk	0000807863
acii	0001838614
vtru	0001805012
gate	0001838513
gnty	0001058867
sol	0001417892
spgs	0001839127
slac	0001834755
coli	0001829615
acah	0001836274
ptoc	0001838238
scle	0001838697
myps	0001823878
macc	0001840148
imab	0001778016
atra	0001604464
fmiv	0001842916
qsi	0001816431
calt	0001795579
trtl	0001847112
aerg	0000879911
huma	0001818382
vln	0001863006
nfys	0001850502
smbk	0001038773
zt	0001849408
aura	0001501796
meso	0001345099
evn	0001074540
twnd	0001814215
strc	0001826681
kodk	0000031235
brdg	0001854401
acro	0001847891
adct	0001771910
ride	0001759546
cmcm	0001597835
litt	0001848364
mcft	0001638290
cpac	0001221029
bcsa	0001873441
bhb	0000743367
poww	0001015383
vlta	0001819584
fra	0001259708
best	0001709505
legh	0001436208
cifr	0001819989
hcar	0001824846
pack	0001712463
tyg	0001268533
byts	0001842566
adse	0001879248
rbb	0001499422
ghg	0001724755
isd	0001534880
altg	0001759824
dtoc	0001839998
cdlx	0001666071
ston	0001753886
fhtx	0001822462
claa	0001837739
hsc	0000045876
rsvr	0001824403
trin	0001786108
flws	0001084869
adtx	0001726711
alrs	0000903419
piai	0001819175
brt	0000014846
up	0001819516
ead	0001210123
opy	0000791963
faca	0001839550
prsr	0001825473
awp	0001390195
nml	0001562051
pfdr	0001839132
bvh	0000315858
metc	0001687187
dfp	0001559991
cveo	0001590584
mgtx	0001735438
kmf	0001500096
hlgn	0001840292
nl	0000072162
cydy	0001175680
lxrx	0001062822
myn	0000882150
rmax	0001581091
lgo	0001400438
kvsa	0001841873
psag	0001833235
ww	0000105319
bbcp	0001703956
ecc	0001604174
dcrd	0001848959
svm	0001340677
fisi	0000862831
ptgx	0001377121
evc	0001109116
plmi	0001840317
sb	0001434754
cybe	0000768411
tpvg	0001580345
irmd	0001325618
leo	0000818972
csta	0001834032
cyh	0001108109
anac	0001829558
slcr	0001826553
kpti	0001503802
niu	0001744781
sdac	0001837248
egrx	0000827871
bh-a	0001726173
lgsxy	0001447221
gotu	0001768259
band	0001514416
nerv	0001598646
body	0001826889
avte	0001798749
view	0001811856
hcne	0001843205
mdxg	0001376339
sier	0001844135
miy	0000890393
ht	0001063344
tk	0000911971
mvbf	0001277902
sln	0001479615
bmdpf	0001002788
aan	0001821393
emo	0001517518
aggr	0001842329
ngms	0001821349
aldx	0001341235
ssaa	0001830547
vki	0000908993
fsd	0001494530
argu	0001865377
spwh	0001132105
dhca	0001838163
dnmr	0001779020
hmco	0001829042
twcb	0001845618
rmt	0000912147
acdi	0001850316
muj	0001053988
esm	0001841420
vel	0001692376
sify	0001094324
plpc	0000080035
krnl	0001832950
qtrx	0001503274
ppt	0000827773
dxlg	0000813298
bzh	0000915840
fsrx	0001834336
rrac	0001860879
hpf	0001189740
fmcc	0001026214
nept	0001401395
pmo	0000900422
wtba	0001166928
ospn	0001044777
jmkj	0001624140
altu	0001822366
hio	0000910068
bedu	0001696355
eto	0001281926
hnst	0001530979
zyxi	0000846475
ocft	0001780531
arbe	0001861841
lmdx	0001685428
igic	0001794338
cznc	0000810958
sbnc	0000703904
htpa	0001828817
jun	0001838814
cook	0001857853
gpac	0001831979
tipt	0001393726
wald	0001840199
cova	0001837160
chaa	0001838293
tyra	0001863127
tsvt	0001860782
hudi	0001791725
btai	0001720893
dske	0001642453
glue	0001826457
absi	0001672688
htbi	0001538263
weav	0001609151
fei	0001556336
tsib	0001832737
fulc	0001680581
nc	0000789933
sdhy	0001812923
newp	0001369085
pfhd	0001630856
gxii	0001826669
uve	0000891166
bsky	0001846804
feng	0001509646
grvy	0001313310
nnmx	0001473579
itrm	0001659323
hql	0000884121
ebtc	0001018399
shbi	0001035092
blua	0001831006
gogn	0001852940
kalv	0001348911
scwo	0000933972
boom	0000034067
doug	0001878897
bmea	0001840439
bkuh	0001440153
ree	0001843588
kiii	0001826059
djco	0000783412
rrbi	0001071236
dray	0001852771
ciig	0001841338
ske	0001713748
rfi	0000891290
tinv	0001820144
amnb	0000741516
aomr	0001766478
tzps	0001823481
lgto	0001883814
smmf	0000811808
qiwi	0001561566
avah	0001832332
klaq	0001823323
spkb	0001826435
prld	0001678660
pfis	0001056943
clrm	0001831937
lcaa	0001841024
dhbc	0001838176
avnw	0001377789
dnz	0001830374
cnd	0001824301
ipvi	0001839611
hut	0001731805
aptm	0001845550
arrw	0001835972
flme	0001831481
ptsi	0000798287
jri	0001539337
inbk	0001562463
ampi	0001835636
albo	0001322505
tpc	0000077543
heps	0001850235
cncn	0001191334
pei	0000077281
lptv	0001643988
amrx	0001723128
wpca	0001836075
hugs	0001836894
rxst	0001111485
vtiq	0001823884
avdl	0001012477
cgnt	0001824814
lgvc	0001879297
cir	0001091883
skyt	0001819974
groy	0001834026
lx	0001708259
krt	0001758021
ktf	0000839533
fmao	0000792966
stre	0001838361
kinz	0001820875
gbab	0001495825
ztr	0000836412
fwac	0001847874
vxrt	0000072444
ung	0001376227
cbay	0001042074
gbli	0001494904
rmbl	0001596961
tdf	0000919893
supv	0001517399
bnr	0001792267
tmkr	0001821606
tci	0000733590
toi	0001799191
ffie	0001805521
asc	0001577437
cece	0000003197
biogy	0001572957
kcgi	0001865407
aurc	0001835856
ggmc	0001818880
kair	0001824171
pow	0001829427
chmx	0001657045
bark	0001819574
rfmz	0001817159
nvsa	0001838433
cptk	0001827899
ncv	0001214935
eh	0001759783
rev	0000887921
epwr	0001825720
tgb	0000878518
disa	0001838831
	0001074769
sgu	0001002590
swet	0001828914
mdh	0001823143
sfst	0001090009
eac	0001832765
adex	0001830029
bfz	0001137391
cnda	0001851959
roni	0001845437
ftcv	0001829328
ftvi	0001844336
picc	0001835800
pmgm	0001837607
ftaa	0001832696
ftev	0001839569
jugg	0001842609
prvb	0001695357
ader	0001822912
iiii	0001829889
bgr	0001306550
axti	0001051627
baca	0001869673
gtpa	0001837105
jro	0001289213
eft	0001288992
glad	0001143513
hawel	0000046207
ftpa	0001839972
plm	0000866028
cpz	0001717457
onyx	0001849548
lvra	0001841383
tg	0000850429
rlgt	0001171155
cbnk	0001419536
cyd	0000932695
loco	0001606366
blde	0001779128
evlv	0001805385
joan	0001834585
gilt	0000897322
usws	0001670349
hdsn	0000925528
belfa	0000729580
ncac	0001849475
txcb	0001006840
isrl	0001915328
nmg	0001649752
ffa	0001291334
bhr	0001574085
tars	0001819790
rkta	0001844363
anik	0000898437
fsp	0001031316
soi	0001697500
grpn	0001490281
aawh	0001756390
opad	0001825024
pwp	0001777835
ipvf	0001839610
min	0000826735
cste	0001504379
rsi	0001793659
sght	0001531177
bpt	0000850033
mhn	0001038186
puck	0001836100
utmd	0000706698
pond	0001842430
ctv	0001835378
srrk	0001727196
advv	0001698519
glop	0001598655
efr	0001258623
ctlp	0000896429
mpx	0001129155
ioac	0001854275
mtal	0001853021
pegr	0001847241
cffe	0001839530
neti	0001587264
mcbc	0001053584
blfy	0001846017
gaxy	0001127993
blbd	0001589526
nlcp	0001854964
aris	0001865187
ogi	0001620737
cosg	0001706509
dtc	0001870600
jmsb	0001710482
ipax	0001844452
noa	0001368519
reax	0001862461
ormp	0001176309
ftci	0001828161
caf	0001368493
ipva	0001839608
cru	0001825497
hlah	0001826814
hbcp	0001436425
civb	0000944745
clas	0001826855
tblt	0001668370
fssi	0001822862
iacc	0001844579
ssti	0001351636
pfta	0001853580
wetg	0001784970
ello	0000946394
vpcb	0001840792
hmpt	0001830197
bsrr	0001130144
mtw	0000061986
imrx	0001790340
phat	0001783183
cang	0001725123
bcab	0001826892
hpx	0001809353
hix	0001058239
flya	0001844650
afb	0001162027
slvr	0001842644
bym	0001181187
tngx	0001819133
rm	0001519401
asaq	0001819510
abus	0001447028
dnad	0001850272
cmtl	0000023197
dnab	0001850271
tekk	0001822027
fnlc	0000765207
npab	0001837929
rclf	0001833498
lokm	0001841585
whf	0001552198
frst	0001325670
sor	0000091847
jushf	0001909747
dhc	0001075415
nwpx	0001001385
gbio	0001733294
mtac	0001826667
lqda	0001819576
aht	0001232582
co	0001467808
ibex	0001720420
cplp	0001392326
dzsi	0001101680
hcii	0001823033
mon	0001828325
hmlp	0001603016
pmm	0000844790
phvs	0001830487
vlgea	0000103595
bcbp	0001228454
scaq	0001821812
acmr	0001680062
cmpx	0001738021
acb	0001683541
fof	0001375340
rgls	0001505512
aftr	0001865975
gci	0001579684
esq	0001531031
hwel	0001845013
ooma	0001327688
rmm	0001771226
adal	0001853928
amrk	0001591588
trssf	0001778129
nhhs	0001503707
gpp	0001635650
prth	0001653558
msb	0000065172
oia	0000835333
asg	0000786035
gecc	0001675033
czfs	0000739421
tcs	0001411688
afmd	0001608390
prts	0001378950
nrac	0001831964
crd-a	0000025475
gwrs	0001434728
casa	0001333835
dsm	0000855887
gia	0001844505
osur	0001116463
dmys	0001858327
aeac	0001827392
clim	0001835713
pfl	0001244183
zvia	0001854139
bwmx	0001788257
petz	0001684425
fdmt	0001650648
skil	0001774675
yell	0000716006
bwc	0001854863
inaq	0001862463
strs	0000885508
nca	0000818851
ml	0001807846
meka	0001870258
upld	0001505155
omga	0001850838
pmx	0001181506
ryam	0001597672
thcp	0001843993
acev	0001813658
dmrc	0001438231
gwii	0001850487
mcaa	0001856995
ahpa	0001846253
sbii	0001842729
fen	0001284940
toac	0001860482
svfb	0001837238
sbt	0001680379
akic	0001826574
mgu	0001326390
pcct	0001844149
optn	0001494650
htaq	0001850038
dtrt	0001865537
usct	0001860514
vaxx	0001851657
ampy	0001533924
fron	0001842223
clrb	0001279704
ardc	0001515324
dsaq	0001871745
lndc	0001005286
cors	0001842659
osg	0000075208
sar	0001377936
inse	0001615063
cbrg	0001845149
dhx	0001393883
kaii	0001825962
svna	0001850699
wrac	0001855168
irrx	0001854795
dpcs	0001857803
pcsb	0001691337
rcfa	0001870143
flag	0001855485
inve	0001036044
aveo	0001325879
nen	0000746514
ictsf	0001010134
edd	0001388141
shca	0001848558
mpra	0001853436
fgpr	0000922358
wwac	0001853044
lhaa	0001841948
fiac	0001854480
arbg	0001823826
noac	0001824888
xfin	0001852749
rei	0001384195
leju	0001596856
acnb	0000715579
lcw	0001847577
paqc	0001830531
ldha	0001842373
afcg	0001822523
ptic	0001821075
ixaq	0001852019
vii	0001826011
iqmd	0001850051
itq	0001805508
tris	0001852736
biot	0001825413
ngvc	0001547459
prch	0001784535
unty	0000920427
petq	0001668673
allk	0001564824
bhac	0001851612
fvt	0001824434
gnac	0001832250
shac	0001820160
blts	0001827328
zy	0001645842
tmac	0001835236
zeus	0000917470
orrf	0000826154
ostr	0001834226
zwrk	0001828438
vlat	0001843091
pgss	0001861541
boas	0001838544
iif	0000916618
vcxa	0001848898
velo	0001832371
nn	0001865631
fbiz	0001521951
hwkz	0001841144
fanh	0001413855
bkcc	0001326003
osi	0001832136
mcr	0000851170
hyi	0001497186
pmf	0001140392
clpt	0001285550
pstl	0001759774
thrn	0001844280
pcq	0001140411
eex	0001579214
spxx	0001338561
amtx	0000738214
nath	0000069733
alto	0000778164
smlr	0001554859
le	0000799288
tdup	0001484778
oprx	0001448431
pcb	0001423869
scpl	0001760717
cala	0001496671
ffntf	0001783875
ois	0001121484
egy	0000894627
cwco	0000928340
urg	0001375205
mpaa	0000918251
edap	0001041934
eggf	0001843973
phci	0001620749
naut	0001808805
afaq	0001841661
giw	0001848795
shqa	0001844908
bkt	0000832327
dibs	0001600641
tgan	0001715768
powl	0000080420
mist	0001408443
ff	0001337298
nodk	0001681206
frsg	0001842883
mci	0000275694
skya	0001847152
fzt	0001839824
insg	0001022652
uxin	0001729173
glo	0001350869
itic	0000720858
grts	0001656634
pipp	0001822835
glre	0001385613
atro	0000008063
bcov	0001313275
twoa	0001843988
eypt	0001314102
eqha	0001826729
glha	0001841734
kron	0001741830
ciso	0001777319
mulg	0001629665
mmt	0000809173
nr	0000071829
epm	0001006655
uscb	0001901637
erc	0001227073
bgfv	0001156388
xpax	0001853397
bgh	0001521404
aadi	0001422142
maca	0001835416
stro	0001382101
sunl	0001821850
celu	0001752828
yi	0001738906
aimd	0001014763
cix	0001049606
thrx	0001745020
trca	0001840353
jgh	0001615905
scm	0001551901
eot	0001454741
grwg	0001604868
fvcb	0001675644
azre	0001633438
nrim	0001163370
pkbk	0001315399
fct	0001282850
wavc	0001849580
avac	0001836478
ocn	0000873860
atom	0001420520
iii	0001371489
bbln	0001866390
sgsvf	0001398832
mqt	0000887394
dbd	0000028823
aef	0000846676
frw	0001825739
vktx	0001607678
vhaq	0001823857
asa	0001230869
opt	0001815620
bny	0001137390
dbvt	0001613780
pvbc	0001778784
otlk	0001649989
kbal	0000055772
gamb	0001839799
ener	0001855555
dlca	0001831928
prty	0001592058
eigr	0001305253
conn	0001223389
kltr	0001432133
uroy	0001711570
silc	0000916793
jrs	0001158289
ednc	0001864891
fif	0001513789
ueic	0000101984
atcx	0001751143
refi	0001867949
idex	0000837852
hov	0000357294
wqga	0001851174
pyr	0001743344
vygr	0001640266
phyt	0001848756
mlr	0000924822
ghac	0001806156
jrvs	0001556801
rchg	0001817786
gvci	0001858503
adap	0001621227
smih	0001839185
mlai	0001851625
dmb	0001565381
bite	0001831270
nvec	0000724910
hplt	0001863181
crzn	0001844635
plnhf	0001813452
arte	0001839990
zyme	0001403752
apac	0001844981
gne	0001528356
rngr	0001699039
locc	0001848323
cdaq	0001851909
bgt	0001287480
ncz	0001227857
xair	0001641631
abos	0001576885
lian	0001831283
dals	0001863294
pulm	0001574235
brbs	0000842717
omer	0001285819
srsa	0001821682
tcbx	0001781730
lsea	0001721386
qfta	0001830795
alco	0000003545
hrow	0001360214
opa	0001843121
tbsa	0001843764
seda	0001846975
hrzn	0001487428
iren	0001878848
locl	0001840780
vrm	0001580864
mue	0001071899
oria	0001847416
bgsx	0001838666
ssbk	0001689731
mrns	0001267813
pbfs	0001769663
jynt	0001612630
piii	0001832511
pear	0001835567
ever	0001640428
vpv	0000895528
bli	0001689657
ags	0001593548
veri	0001615165
bwfg	0001505732
kio	0001515940
vldr	0001745317
annx	0001528115
nuw	0001450445
bkn	0000894242
xos	0001819493
ayrwf	0001847462
myfw	0001327607
curo	0001711291
zom	0001684144
kmph	0001434647
mmat	0001431959
egan	0001066194
cnlhn	0000023426
omic	0001850906
smfr	0001818331
npv	0000897421
qd	0001692705
psf	0001498612
catn	0001632275
bmac	0001848020
imaq	0001846235
atip	0001815849
bitf	0001812477
nrdy	0001819404
vcka	0001820190
cnfn	0001352952
tei	0000909112
gacq	0001846288
aip	0001667011
alpn	0001626199
wewa	0001616156
fll	0000891482
fgbi	0001408534
spne	0001637761
dlth	0001649744
pcyo	0000276720
tsi	0000809559
cian	0001867752
fxlv	0001788717
tmc	0001798562
scu	0001403256
acbm	0001622996
fph	0001574197
apph	0001807707
fdbc	0001098151
smti	0000714256
cnce	0001367920
bbw	0001113809
rtsl	0001575659
wilc	0001030997
crge	0001277250
tron	0001847513
mn	0001524223
vmd	0001729149
pbax	0001870404
lmnr	0001342423
pcnt	0001504239
maqc	0001844419
pana	0001828989
scd	0001270131
pshif	0001538169
rbtk	0001594204
vtdrf	0001465872
vmga	0001875943
dbl	0001525201
nsrcf	0001302084
tsbk	0001046050
arl	0001102238
wia	0001254370
panl	0001606909
hglb	0001622148
uone	0001041657
wldn	0001370450
pstx	0001661460
mvt	0000897269
pmts	0001641614
lvlu	0001780201
nuo	0000878200
stks	0001399520
weys	0000106532
apen	0001251769
gpja	0000041091
acaq	0001869141
rigl	0001034842
rdvt	0001720116
pke	0000076267
hffg	0001680873
jakk	0001009829
ndls	0001275158
nxp	0000883618
cnty	0000911147
meac	0001849902
rner	0001854461
tga	0000736744
xers	0001867096
fund	0000825202
swss	0001838000
fsbw	0001530249
cpss	0000889609
tpba	0001847090
bksy	0001753539
essa	0001382230
bnft	0001576169
cvcy	0001127371
batl	0001282648
oxus	0001852973
lctx	0000876343
loop	0001504678
lyts	0000763532
selb	0001453687
evm	0001177161
vstm	0001526119
kbrs	0001411059
kmda	0001567529
obt	0001754226
tlys	0001524025
snce	0001819113
gapa	0001839121
thac	0001863685
pmvc	0001807765
aka	0001865107
isaa	0001845601
cenq	0001841425
vff	0001584549
fnvt	0001857855
acv	0001636289
oust	0001816581
jce	0001385763
arck	0001855886
nwfl	0001013272
pck	0001170300
asax	0001824211
roc	0001884516
afac	0001849489
mfm	0000801961
briv	0001844211
apn	0001849011
thtx	0001512717
mgnx	0001125345
dwin	0001812360
lcnb	0001074902
ob	0001454938
pgrw	0001833213
wlfc	0001018164
inka	0001826671
fami	0001701261
swkh	0001089907
etx	0001563696
phic	0001825724
ger	0001612875
ctr	0001547341
ksi	0001843351
bsvn	0001746129
xela	0001620179
ptmn	0001372807
lidr	0001818644
ll	0001396033
uti	0001261654
sdsya	0001163609
grph	0001815776
wism	0001756640
sptk	0001836259
eod	0001386067
vbiv	0000764195
bzfd	0001828972
real	0001573221
ntg	0001490286
dune	0001817232
ngc	0001843249
urgn	0001668243
apyx	0000719135
lvox	0001723648
arbk	0001841675
mogu	0001743971
clbr	0001847064
gfor	0001845459
xcur	0001698530
rent	0001468327
istr	0001602658
virx	0001061027
fins	0001745059
ajx	0001614806
necb	0001847398
moln	0001745114
quot	0001115128
xoma	0000791908
bsaq	0001851908
actg	0000934549
evbn	0000842518
mimo	0001823882
mxf	0000065433
gnft	0001757064
mhi	0001223026
sev	0001840416
aaci	0001844817
xxii	0001347858
ggt	0000921671
stsa	0001692830
nksh	0000796534
niobf	0001512228
bbai	0001836981
cato	0000018255
enj	0000071508
ipha	0001598599
gnus	0001355848
sama	0001843100
tusk	0001679268
xflt	0001703079
atlo	0001132651
pht	0001166258
mixt	0001576914
ihit	0001682811
rell	0000355948
pine	0001786117
efl	0001701167
hqi	0001140102
nbh	0001178839
chmg	0000763563
aft	0001502573
aku	0001776197
hsaq	0001814114
ftf	0001233087
akts	0001584754
emp	0000066901
autl	0001730463
dbb	0001383084
